RT,SERIALNO,DIVISION,PUMA,REGION,ST,ADJHSG,ADJINC,WGTP,NP,TYPE,ACR,AGS,BDS,BLD,BUS,CONP,ELEP,FS,FULP,GASP,HFL,INSP,MHP,MRGI,MRGP,MRGT,MRGX,RMS,RNTM,RNTP,SMP,TEL,TEN,VACS,VAL,VEH,WATP,YBL,FES,FINCP,FPARC,GRNTP,GRPIP,HHL,HHT,HINCP,HUGCL,HUPAC,HUPAOC,HUPARC,KIT,LNGI,MV,NOC,NPF,NPP,NR,NRC,OCPIP,PARTNER,PLM,PSF,R18,R60,R65,RESMODE,SMOCP,SMX,SRNT,SVAL,TAXP,WIF,WKEXREL,WORKSTAT,FACRP,FAGSP,FBDSP,FBLDP,FBUSP,FCONP,FELEP,FFSP,FFULP,FGASP,FHFLP,FINSP,FKITP,FMHP,FMRGIP,FMRGP,FMRGTP,FMRGXP,FMVP,FPLMP,FRMSP,FRNTMP,FRNTP,FSMP,FSMXHP,FSMXSP,FTAXP,FTELP,FTENP,FVACSP,FVALP,FVEHP,FWATP,FYBLP,WGTP1,WGTP2,WGTP3,WGTP4,WGTP5,WGTP6,WGTP7,WGTP8,WGTP9,WGTP10,WGTP11,WGTP12,WGTP13,WGTP14,WGTP15,WGTP16,WGTP17,WGTP18,WGTP19,WGTP20,WGTP21,WGTP22,WGTP23,WGTP24,WGTP25,WGTP26,WGTP27,WGTP28,WGTP29,WGTP30,WGTP31,WGTP32,WGTP33,WGTP34,WGTP35,WGTP36,WGTP37,WGTP38,WGTP39,WGTP40,WGTP41,WGTP42,WGTP43,WGTP44,WGTP45,WGTP46,WGTP47,WGTP48,WGTP49,WGTP50,WGTP51,WGTP52,WGTP53,WGTP54,WGTP55,WGTP56,WGTP57,WGTP58,WGTP59,WGTP60,WGTP61,WGTP62,WGTP63,WGTP64,WGTP65,WGTP66,WGTP67,WGTP68,WGTP69,WGTP70,WGTP71,WGTP72,WGTP73,WGTP74,WGTP75,WGTP76,WGTP77,WGTP78,WGTP79,WGTP80,AGEHOH,HTYPE,NWESR,nuniv_schg,HHINCADJ,famTag,dupcount,n,hhnum
H,2009000378353,9,600,4,41,1016508,1015979,31,2,1,1,,3,2,2,0,40,2,2,110,1,500,,2,2000,1,1,7,,,,1,1,,20,2,50,1,1,125000,4,,,1,1,125000,0,4,4,4,1,1,3,0,2,0,0,0,21,0,1,0,0,0,0,1,2196,3,0,1,47,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,41,50,61,37,12,37,11,31,38,27,37,36,33,32,17,31,24,11,8,44,38,23,39,45,24,25,27,31,10,17,11,10,45,35,32,13,43,21,23,39,36,54,38,28,13,50,7,33,32,20,18,24,27,34,11,40,34,24,18,30,55,26,32,34,25,25,31,46,12,15,10,9,41,35,34,20,52,44,24,39,36,1,2,0,89449.797,1,1,1,3122
H,2009000378856,9,600,4,41,1016508,1015979,4,3,1,1,,3,2,2,0,160,2,500,3,6,340,,2,710,2,1,5,,,,1,1,,16,3,1000,5,7,80000,4,,,1,3,120000,0,4,4,4,1,1,6,0,2,0,1,0,12,4,1,0,0,0,0,1,1156,3,0,1,28,2,13,13,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,12,15,10,11,15,14,15,17,7,15,7,16,8,10,12,7,13,16,12,4,10,6,10,7,3,3,3,3,9,4,8,4,10,10,14,10,4,4,10,5,8,3,9,9,2,4,2,5,10,4,13,5,10,11,12,8,2,4,8,14,10,15,9,11,14,15,16,14,9,11,11,13,11,12,13,8,14,16,12,14,48,1,3,2,85871.805,1,2,1,3123
H,2009000378856,9,600,4,41,1016508,1015979,4,3,1,1,,3,2,2,0,160,2,500,3,6,340,,2,710,2,1,5,,,,1,1,,16,3,1000,5,7,80000,4,,,1,3,120000,0,4,4,4,1,1,6,0,2,0,1,0,12,4,1,0,0,0,0,1,1156,3,0,1,28,2,13,13,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,12,15,10,11,15,14,15,17,7,15,7,16,8,10,12,7,13,16,12,4,10,6,10,7,3,3,3,3,9,4,8,4,10,10,14,10,4,4,10,5,8,3,9,9,2,4,2,5,10,4,13,5,10,11,12,8,2,4,8,14,10,15,9,11,14,15,16,14,9,11,11,13,11,12,13,8,14,16,12,14,48,1,3,2,85871.805,1,2,2,3124
H,2009000382012,9,600,4,41,1016508,1015979,20,1,1,1,,2,2,2,0,50,2,700,70,1,300,,1,960,1,1,5,,,200,1,1,,19,1,300,9,,,,,,1,6,50000,0,4,4,4,1,1,4,0,,0,0,0,33,0,1,0,0,0,0,1,1363,2,0,1,25,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,7,34,39,23,21,6,7,29,18,17,24,29,23,16,15,5,20,23,7,29,9,36,32,18,22,9,9,46,17,23,19,30,21,26,22,6,23,16,31,7,27,7,5,17,18,31,32,8,23,21,20,8,16,24,21,33,22,18,29,8,24,6,7,25,26,30,35,6,24,18,22,9,20,17,15,42,24,22,9,46,1,1,0,35779.918,0,1,1,3125
H,2009000382109,9,600,4,41,1016508,1015979,13,2,1,1,,2,2,2,0,200,1,2,50,3,830,,1,650,1,1,4,,,,1,1,,12,2,700,9,4,18700,4,,,1,1,18700,0,4,4,4,1,1,3,0,2,0,0,0,61,0,1,0,0,1,0,2,958,3,0,1,16,0,9,9,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,24,14,13,4,13,14,14,14,4,14,16,21,20,4,4,21,13,4,14,24,24,13,13,4,16,14,14,14,4,16,16,25,22,5,4,22,14,6,14,25,23,14,13,4,14,16,14,15,5,15,13,24,25,4,6,23,16,5,13,26,23,15,14,4,14,12,14,13,4,13,14,24,24,4,4,23,13,6,16,64,1,0,0,13381.689,1,1,1,3126
H,2009000382339,9,600,4,41,1016508,1015979,13,2,1,1,,2,2,2,0,100,2,2,3,3,310,,,,,3,4,,,,1,2,,15,1,560,6,4,20680,4,,,1,1,20680,0,4,4,4,1,1,5,0,2,0,0,0,18,0,1,0,0,2,2,1,318,,0,1,29,0,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,13,13,10,21,6,4,20,6,11,12,19,21,17,24,13,6,26,11,18,14,6,4,22,19,14,14,11,17,5,25,12,14,13,6,23,12,17,6,2,14,22,24,3,4,10,17,16,13,20,4,15,13,10,24,4,11,18,28,12,22,17,9,14,21,17,15,3,23,14,14,6,6,4,14,18,35,5,13,13,86,1,0,0,14798.574,1,1,1,3127
H,2009000382465,9,600,4,41,1016508,1015979,26,6,1,,,3,5,,0,130,2,2,3,3,,,,,,,5,2,640,,1,3,,,1,1,5,3,42800,2,770,22,1,1,42800,0,2,2,2,1,1,3,4,6,0,0,4,,0,1,0,1,0,0,2,,,1,0,,2,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,20,28,42,30,6,42,26,21,10,11,11,30,35,47,6,36,60,29,21,16,9,11,23,18,19,26,24,9,33,29,24,31,11,16,24,42,29,34,31,37,21,24,45,35,9,22,23,28,11,9,9,19,26,55,13,20,40,24,8,9,6,17,29,30,21,30,31,6,20,23,25,43,10,32,25,45,22,48,54,15,38,2,1,0,30627.611,1,1,1,3128
H,2009000389091,9,600,4,41,1016508,1015979,15,1,1,1,,3,2,2,0,90,2,2,3,3,450,,,,,3,6,,,,1,2,,20,1,40,4,,,,,,1,6,120000,0,4,4,4,1,1,3,0,,0,0,0,4,0,1,0,0,1,0,1,414,,0,1,46,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,21,15,14,16,6,4,16,4,28,5,27,13,21,22,15,12,15,17,15,5,13,28,5,4,13,14,28,13,14,13,14,28,13,16,5,4,22,21,6,18,20,16,15,18,4,5,15,5,26,4,27,13,21,28,15,15,13,14,14,6,13,28,4,4,11,16,24,14,14,14,16,21,13,18,4,6,22,29,5,60,1,1,0,85871.805,0,1,1,3129
H,2009000390052,9,600,4,41,1016508,1015979,31,1,1,1,,3,2,2,0,30,2,2,30,1,340,,,,,3,7,,,,1,2,,11,1,550,9,,,,,,1,6,32760,0,4,4,4,1,1,5,0,,0,0,0,8,0,1,0,0,1,0,1,210,,0,1,20,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,36,32,35,10,34,30,55,9,47,49,35,34,10,10,52,31,31,28,38,29,52,51,48,31,9,48,28,32,30,34,10,10,29,33,29,9,53,9,10,61,33,34,28,10,23,34,48,13,57,50,32,34,8,12,52,30,27,35,35,29,51,46,57,26,10,59,29,32,28,29,10,8,32,37,34,9,51,10,11,63,1,0,0,23443.004,0,1,1,3130
H,2009000390313,9,600,4,41,1016508,1015979,3,3,1,2,1,3,1,2,0,100,2,2,3,3,400,0,2,800,2,1,4,,,290,1,1,,19,2,2300,4,1,94000,2,,,1,1,94000,0,2,2,2,1,1,6,1,3,0,0,1,19,0,1,0,1,0,0,2,1523,2,0,0,25,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,7,6,2,2,7,2,1,6,7,4,4,1,4,4,4,4,2,4,5,4,4,8,1,2,9,2,2,6,6,3,4,1,4,5,3,4,2,2,3,4,5,5,1,2,7,4,2,5,8,4,3,1,4,5,3,4,1,3,4,4,5,7,2,3,5,5,3,5,7,4,4,2,4,4,4,5,1,4,42,3,2,0,67266.25,1,1,1,3131
H,2009000390806,9,600,4,41,1016508,1015979,21,3,1,,,2,9,,0,90,1,2,3,3,,,,,,,6,2,630,,1,3,,,1,1,5,2,38500,2,720,22,1,1,38500,0,2,2,2,1,1,3,1,3,0,0,1,,0,1,0,1,0,0,1,,,1,0,,1,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,22,21,32,30,22,23,20,28,7,37,23,7,6,7,21,36,6,22,18,22,22,22,8,6,18,22,21,9,36,7,20,31,30,29,21,5,36,19,17,22,22,19,34,30,23,22,23,29,6,35,22,5,6,5,22,32,5,22,17,22,19,21,6,7,19,20,21,9,35,7,20,34,33,35,21,7,34,18,21,39,2,1,0,27550.537,1,1,1,3132
H,2009000391226,9,600,4,41,1016508,1015979,4,2,1,1,,2,2,2,0,120,2,2,3,3,570,,,,,3,7,,,,1,2,,20,4,120,5,4,110400,4,,,4,1,110400,0,4,4,4,1,1,4,0,2,0,0,0,4,0,1,0,0,1,1,1,378,,0,1,36,1,6,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,6,6,2,4,5,1,4,1,4,5,5,6,4,7,2,4,7,2,4,2,5,9,1,4,4,2,3,2,4,3,4,7,4,5,4,4,7,6,4,7,2,1,8,4,4,7,4,7,4,5,5,1,4,2,4,4,1,6,4,6,1,1,6,3,3,5,3,9,4,4,3,2,5,1,4,4,2,2,66,1,0,0,79002.063,1,1,1,3133
H,2009000392028,9,600,4,41,1016508,1015979,16,4,1,3,1,3,2,2,0,150,2,2,3,3,850,,2,1700,2,1,6,,,,1,1,,20,2,2,4,1,107000,2,,,1,1,107000,0,2,2,2,1,1,6,2,4,0,0,2,23,0,1,0,1,0,0,1,2088,3,0,0,32,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,15,15,16,24,16,25,15,19,22,16,5,24,25,6,17,16,6,14,22,22,16,18,17,6,15,8,20,13,6,18,27,6,5,26,19,16,27,17,8,5,18,16,15,32,15,28,16,15,24,18,6,26,24,6,15,18,4,15,20,29,17,19,13,5,18,6,15,15,6,21,28,4,7,27,16,17,25,18,5,47,1,2,0,76569.023,1,1,1,3134
H,2009000394229,9,600,4,41,1016508,1015979,24,1,1,1,,3,2,2,0,40,2,2,3,3,710,,2,740,2,1,5,,,,1,1,,19,1,600,5,,,,,,4,6,52000,0,4,4,4,1,2,4,0,,0,0,0,27,0,1,0,0,1,0,1,1164,3,0,1,45,0,,,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,7,23,50,11,38,37,26,18,18,23,24,8,33,31,35,40,32,19,31,21,21,5,22,18,31,9,30,35,31,38,8,24,17,33,8,20,26,8,41,41,34,21,15,26,8,32,21,27,19,28,23,33,10,21,32,12,7,21,23,25,17,38,27,23,26,34,12,7,10,11,32,15,22,7,40,19,13,33,7,61,1,1,0,37211.117,0,1,1,3135
H,2009000396112,9,600,4,41,1016508,1015979,8,2,1,,,1,7,,0,1,2,2,1,3,,,,,,,3,2,610,,2,3,,,1,1,4,,,,610,47,1,7,15500,0,4,4,4,1,1,3,0,,0,1,0,,4,1,0,0,0,0,1,,,1,0,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,14,6,15,14,6,17,5,23,27,16,12,14,4,14,25,15,23,24,14,4,17,4,15,16,4,14,5,25,25,18,17,16,5,14,25,18,26,25,16,6,15,4,17,17,4,17,5,28,25,18,16,13,4,18,29,18,28,25,16,4,15,5,14,15,6,16,6,24,21,12,17,15,5,14,29,14,21,28,17,23,2,2,1,11091.775,0,2,1,3136
H,2009000396112,9,600,4,41,1016508,1015979,8,2,1,,,1,7,,0,1,2,2,1,3,,,,,,,3,2,610,,2,3,,,1,1,4,,,,610,47,1,7,15500,0,4,4,4,1,1,3,0,,0,1,0,,4,1,0,0,0,0,1,,,1,0,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,14,6,15,14,6,17,5,23,27,16,12,14,4,14,25,15,23,24,14,4,17,4,15,16,4,14,5,25,25,18,17,16,5,14,25,18,26,25,16,6,15,4,17,17,4,17,5,28,25,18,16,13,4,18,29,18,28,25,16,4,15,5,14,15,6,16,6,24,21,12,17,15,5,14,29,14,21,28,17,23,2,2,1,11091.775,0,2,2,3137
H,2009000396760,9,600,4,41,1016508,1015979,19,1,1,,,3,5,,0,60,2,2,3,3,,,,,,,5,2,1100,,1,3,,,0,60,4,,,,1165,83,1,6,16900,0,4,4,4,1,1,5,0,,0,0,0,,0,1,0,0,0,0,1,,,1,0,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,12,18,21,21,20,7,26,7,4,31,19,23,21,22,23,19,26,5,20,7,18,19,18,25,15,7,17,6,6,25,23,26,19,15,25,23,29,9,17,6,17,16,16,33,19,6,17,9,7,32,17,22,20,21,27,18,32,7,17,6,23,16,17,22,16,4,17,9,6,29,19,31,16,18,41,18,31,6,14,41,2,1,0,12093.612,0,1,1,3138
H,2009000397834,9,600,4,41,1016508,1015979,3,2,1,2,1,3,1,2,0,170,2,2,3,3,520,0,1,2700,1,1,8,,,,1,1,,20,2,900,1,1,116700,4,,,1,1,116700,0,4,4,4,1,1,1,0,2,0,0,0,30,0,1,0,0,0,0,1,2945,3,0,0,42,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,1,5,1,1,4,4,7,5,0,2,3,2,1,2,4,4,7,4,4,1,3,4,3,4,5,5,4,3,3,5,1,6,4,1,1,0,4,1,2,3,5,0,5,6,4,3,2,0,6,4,2,3,6,4,4,3,1,4,1,6,3,3,4,5,1,0,3,3,4,2,6,1,4,4,5,6,3,5,38,3,2,0,83510.328,1,1,1,3139
H,2009000398410,9,600,4,41,1016508,1015979,20,2,1,1,,3,2,2,0,70,2,2,320,1,470,,,,,3,7,,,,1,2,,22,2,40,3,4,79000,4,,,1,1,79000,0,4,4,4,1,1,2,0,2,0,0,0,15,0,1,0,0,2,2,1,986,,0,1,64,0,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,7,22,7,21,17,7,20,31,7,6,31,24,20,31,19,36,19,19,33,22,7,15,7,21,21,6,17,33,6,9,33,19,18,32,24,34,19,19,6,19,35,18,36,24,21,31,22,7,32,29,8,20,20,7,17,8,24,18,9,17,35,23,30,21,19,28,16,7,30,33,6,22,17,6,22,4,19,22,28,75,1,0,0,56532.273,1,1,1,3140
H,2009000399245,9,600,4,41,1016508,1015979,4,2,1,1,,3,2,2,0,120,2,2,20,1,480,,2,970,2,1,6,,,,1,1,,20,2,1000,9,4,38604,4,,,1,1,38604,0,4,4,4,1,1,7,0,2,0,0,0,43,0,1,0,0,2,1,1,1380,3,0,1,29,1,6,9,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,3,6,3,2,0,4,3,2,4,3,4,4,3,5,1,4,3,3,3,1,2,7,5,2,1,3,4,1,5,3,5,6,4,7,1,4,4,3,3,4,4,2,3,5,6,3,5,5,1,2,2,0,4,1,7,2,3,4,3,7,4,1,2,5,5,3,3,6,2,3,1,1,3,1,4,3,3,3,69,1,0,0,27624.959,1,1,1,3141
H,2009000399443,9,600,4,41,1016508,1015979,13,2,1,,,1,8,,0,1,1,2,3,3,,,,,,,3,2,570,,1,3,,,1,1,5,,,,570,33,1,7,20800,0,4,4,4,1,1,3,0,,0,1,0,,4,1,0,0,0,0,1,,,1,0,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,13,20,6,17,14,10,15,15,12,24,6,33,17,13,35,16,15,20,15,15,20,15,12,13,26,8,6,4,7,16,12,10,3,19,10,16,22,6,4,6,10,27,5,21,13,9,10,13,13,25,6,23,16,13,35,18,12,13,12,13,31,11,12,13,25,9,6,7,6,15,15,11,5,23,11,18,21,5,44,2,1,0,14884.446,0,1,1,3142
H,2009000400076,9,600,4,41,1016508,1015979,19,1,1,2,1,3,2,2,0,60,2,2,200,1,580,,,,,3,8,,,,1,2,,18,1,140,7,,,,,,1,6,6320,0,4,4,4,1,1,7,0,,0,0,0,101,0,1,0,0,1,1,1,551,,0,1,39,0,,,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,7,6,8,22,34,22,8,16,22,5,19,32,29,33,19,20,22,20,8,24,30,31,36,20,6,16,32,18,19,41,21,7,7,6,19,20,20,23,33,20,6,6,7,20,31,20,6,19,20,6,23,32,32,38,20,20,21,17,8,17,37,38,33,18,6,18,33,20,18,31,20,8,7,6,22,19,19,17,29,80,1,0,0,4522.5815,0,1,1,3143
H,2009000402205,9,600,4,41,1016508,1015979,12,1,1,1,,3,2,2,0,30,2,2,30,1,500,,2,1300,1,1,6,,,100,1,1,,18,1,360,2,,,,,,1,4,42000,0,4,4,4,1,1,4,0,,0,0,0,44,0,1,0,0,0,0,2,1532,2,0,1,37,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,3,5,3,4,12,3,15,5,16,12,16,11,4,5,10,12,3,11,12,19,12,12,9,11,19,9,21,14,24,19,21,21,9,12,22,19,11,20,25,9,16,19,21,21,11,18,14,17,12,15,10,10,16,21,14,12,19,12,15,3,11,11,9,13,7,13,5,10,3,3,3,3,9,12,4,5,16,5,4,49,1,1,0,30055.133,0,1,1,3144
H,2009000402362,9,600,4,41,1016508,1015979,14,2,1,2,1,3,2,2,0,110,2,2,40,1,360,,,,,3,7,,,,1,2,,19,2,2,6,3,84380,4,,,1,1,84380,0,4,4,4,1,1,7,0,2,0,0,0,4,0,1,0,0,1,1,1,310,,0,1,27,1,8,7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,14,5,14,13,13,4,15,4,16,14,21,15,13,12,25,23,6,13,14,14,4,15,5,5,28,13,22,12,15,26,12,23,4,4,13,15,14,26,5,22,14,4,12,13,14,5,14,6,20,14,26,15,11,14,24,21,4,14,13,12,6,14,4,4,22,16,21,14,14,22,13,21,5,4,13,15,12,22,4,75,1,1,0,60382.191,1,1,1,3145
H,2009000402843,9,600,4,41,1016508,1015979,60,2,1,1,,2,2,2,0,40,2,2,100,1,,,,,,,4,2,1200,,1,3,,,2,500,9,,,,1382,7,1,7,249600,0,4,4,4,1,1,1,0,,0,1,0,,4,1,0,0,0,0,2,,,1,0,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,89,54,21,77,71,20,50,65,21,70,28,75,93,59,83,62,79,63,85,71,17,68,107,22,18,74,63,60,82,51,75,67,52,71,30,62,25,69,15,72,82,58,19,79,77,21,60,59,15,66,18,72,71,66,88,59,118,64,107,53,20,66,102,25,26,78,51,57,90,57,83,52,73,67,25,61,15,69,19,34,1,2,0,178613.36,0,1,1,3146
H,2009000404533,9,600,4,41,1016508,1015979,29,5,1,1,,4,2,2,0,120,2,2,80,1,,,,,,,7,2,780,,1,3,,,2,480,9,1,86000,2,1020,14,1,1,86000,0,2,2,2,1,1,4,2,5,0,0,2,,0,1,0,1,0,0,1,,,1,0,,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,30,28,34,37,27,11,27,44,55,34,32,41,10,29,9,11,25,9,31,9,31,35,37,8,23,49,31,8,13,35,30,8,55,23,44,52,37,61,31,8,23,30,42,11,24,50,41,10,9,43,34,11,47,28,47,48,28,37,30,49,36,32,35,34,24,9,28,51,58,31,27,45,11,25,11,9,35,10,30,43,1,2,0,61541.461,1,1,1,3147
H,2009000407425,9,600,4,41,1016508,1015979,55,1,1,1,,2,2,2,0,80,2,2,50,6,,,,,,,5,2,750,,1,3,,,2,800,6,,,,947,47,1,6,24000,0,4,4,4,1,1,3,0,,0,0,0,,0,1,0,0,0,0,2,,,1,0,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,80,53,37,83,24,69,59,65,52,47,23,66,52,74,19,24,53,15,63,55,59,71,68,66,67,85,25,55,24,27,56,17,80,50,41,66,97,48,19,93,83,49,49,82,21,53,53,81,65,47,22,49,46,78,26,21,67,20,48,77,56,79,85,60,58,76,27,56,26,18,56,18,74,47,43,71,77,54,20,86,26,1,1,0,17174.361,0,1,1,3148
H,2009000407545,9,600,4,41,1016508,1015979,8,2,1,1,,3,2,2,0,120,2,500,3,6,,,,,,,8,2,350,,1,3,,,3,2,9,1,66000,4,512,9,1,1,66000,0,4,4,4,1,1,5,0,2,0,0,0,,0,1,0,0,0,0,1,,,1,0,,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,8,13,11,13,15,9,8,12,11,10,13,9,8,10,9,9,16,11,9,1,10,2,4,3,4,9,6,3,3,6,3,3,8,10,8,8,3,10,10,12,6,14,12,17,12,8,8,13,12,10,15,11,8,10,7,8,12,8,6,2,10,1,1,3,3,7,8,2,3,8,3,3,7,11,8,8,2,9,7,42,1,2,0,47229.492,1,1,1,3149
H,2009000408336,9,600,4,41,1016508,1015979,2,2,1,1,,3,2,2,0,100,2,2,30,1,520,,2,610,1,1,5,,,360,1,1,,14,2,750,8,1,26900,4,,,1,1,26900,0,4,4,4,1,1,5,0,2,0,0,0,54,0,1,0,0,1,0,1,1206,2,0,1,24,2,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6,4,1,7,7,4,4,1,4,3,4,5,1,4,4,8,6,3,1,1,7,4,1,7,7,3,5,1,3,3,4,4,1,4,4,6,6,4,7,6,2,4,6,1,1,4,2,10,4,4,4,3,7,4,4,2,1,4,7,5,1,3,7,2,2,4,6,7,4,4,4,5,7,4,4,1,1,4,58,1,0,1,19249.596,1,2,1,3150
H,2009000408336,9,600,4,41,1016508,1015979,2,2,1,1,,3,2,2,0,100,2,2,30,1,520,,2,610,1,1,5,,,360,1,1,,14,2,750,8,1,26900,4,,,1,1,26900,0,4,4,4,1,1,5,0,2,0,0,0,54,0,1,0,0,1,0,1,1206,2,0,1,24,2,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6,4,1,7,7,4,4,1,4,3,4,5,1,4,4,8,6,3,1,1,7,4,1,7,7,3,5,1,3,3,4,4,1,4,4,6,6,4,7,6,2,4,6,1,1,4,2,10,4,4,4,3,7,4,4,2,1,4,7,5,1,3,7,2,2,4,6,7,4,4,4,5,7,4,4,1,1,4,58,1,0,1,19249.596,1,2,2,3151
H,2009000410282,9,600,4,41,1016508,1015979,4,5,1,1,,4,2,2,0,100,2,2,100,6,400,,2,1200,1,1,6,,,,1,1,,17,2,1200,7,1,48060,2,,,2,1,48060,0,2,2,2,1,1,4,3,5,0,0,3,38,0,1,0,1,0,0,1,1533,3,0,1,32,2,2,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,3,6,1,1,4,6,4,6,2,9,5,7,5,1,2,6,8,2,2,7,9,2,5,3,2,6,0,5,3,5,6,3,8,4,3,7,6,6,3,4,4,3,2,1,4,8,5,6,2,9,5,8,5,2,2,4,7,1,1,6,8,1,4,4,2,5,2,5,6,5,6,5,7,4,4,7,6,5,46,1,2,0,34391.66,1,1,1,3152
H,2009000412149,9,600,4,41,1016508,1015979,22,3,1,1,,4,2,2,0,40,2,1500,10,1,450,,1,1100,1,1,9,,,,1,1,,19,1,1000,9,4,96500,2,,,1,1,96500,0,2,2,2,1,1,4,1,3,0,0,1,17,0,1,0,1,1,0,1,1358,3,0,1,43,1,6,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,20,19,27,21,20,8,41,7,8,19,26,40,39,7,20,21,20,9,25,7,6,7,22,34,6,21,25,28,25,37,33,22,19,21,40,7,35,21,6,23,20,24,8,21,19,34,6,34,35,21,24,7,7,41,25,20,18,35,20,39,39,41,23,8,38,23,23,26,24,8,7,22,23,22,7,31,6,24,38,51,1,0,0,69055.242,1,1,1,3153
